Sr No,Date dd/mm/yyyy,Year,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,Investment Type,Amount (in '000)
1974,2/18/2016,2016,Careongo,E-commerce,Online Pharmacy store,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Round,300000
1975,2/18/2016,2016,Ark Robot,Technology,Warehouse Automation,Bangalore,Qualcomm (Through QPrize Contest),Seed Round,350000
1976,2/19/2016,2016,Jaypore,E-commerce,Ethnic Products marketplace,New Delhi,Aavishkaar,Private Equity,5000000
1977,2/19/2016,2016,Finance Buddha,Consumer Internet,Online Loan Comparison & Discovery platform,Bangalore,Chennai Angels,Seed Round,Undisclosed
1978,2/19/2016,2016,AlmaConnect,Consumer Internet,Alumni social network,New Delhi,"Mohandas Pai, Varun Aggarwal",Seed Round,Undisclosed
1979,2/19/2016,2016,Advantage Club,Consumer Internet,mobile platform for corporate employee benefits,Gurgaon,Purvi Ventures & Others,Seed Round,400000
1980,2/19/2016,2016,LocalRamu,Consumer Internet,mobile based aggregator for local service providers,Bangalore,3 undisclosed investors,Seed Round,Undisclosed
1981,2/22/2016,2016,Baby Berry,Consumer Internet,Parenting Mobile app,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed Round,1000000
1982,2/22/2016,2016,Magicpin,Consumer Internet,Hyperlocal Discover Mobile App,New Delhi,Lightspeed India,Private Equity,3000000
1983,2/22/2016,2016,First Eat,Consumer Internet,Healthy Food Delivery platform,New Delhi,Undisclosed investor,Seed Round,100000
1984,2/22/2016,2016,SigTuple,Technology,Healthcare based Tech Solutions,Bangalore,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed Round,Undisclosed
1985,2/22/2016,2016,Taskbob,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,4500000
1986,2/22/2016,2016,Styledotme,Consumer Internet,Mobile Fashion App,New Delhi,Indian Angel Network,Seed Round,37000
1987,2/22/2016,2016,NewsLaundry,Consumer Internet,Independent News Media Portal,New Delhi,"Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,Undisclosed
1988,2/23/2016,2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,11000000
1989,2/23/2016,2016,Aarav UAV,Technology,unmanned aerial vehicles creator,Kanpur,"StartupXseed Ventures, The Phoenix Fund and others",Seed Round,Undisclosed
1990,2/24/2016,2016,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bangalore,Yajnanarayana Kammaje,Seed Round,160000
1991,2/24/2016,2016,LoanZen,Consumer Internet,Peer to peer Lending marketplace,Bangalore,Tracxn Syndicate,Seed Round,Undisclosed
1992,2/24/2016,2016,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,10000000
1993,2/24/2016,2016,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Round,400000
1994,2/24/2016,2016,Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed Round,150000
1995,2/24/2016,2016,FeetApart,Consumer Internet,Employee engagements & Rewards platform,Bangalore,Vishal Bali & Others,Seed Round,Undisclosed
1996,2/25/2016,2016,OfBusiness,E-commerce,B2B commerce Marketplace,Gurgaon,Matrix Partners India,Private Equity,5000000
1997,2/25/2016,2016,CarveNiche,Consumer Internet,Personalized Learning Solutions & products,Bangalore,"Calcutta Angels, Lead Angels & Others",Seed Round,Undisclosed
1998,2/25/2016,2016,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,5800000
1999,2/25/2016,2016,Funcart,E-commerce,Party Supplies Etailer,New Delhi,Undisclosed HNIs,Seed Round,70000
2000,2/26/2016,2016,Freedom Smart Labs,Technology,IoT retail solutions,New Delhi,Kapil Goel,Seed Round,145000
2001,2/26/2016,2016,EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,2500000
2002,2/29/2016,2016,Nestaway,Consumer Internet,Online Home Rental Marketplace,Bangalore,Ratan Tata,Private Equity,Undisclosed
2003,2/29/2016,2016,Hopscotch,E-commerce,Baby & Kids Products Online Flash sales platform,Mumbai,Eduardo Saverin,Private Equity,13000000
2004,2/29/2016,2016,PinClick,Consumer Internet,Online real estate listings,Bangalore,Undisclosed investors,Private Equity,Undisclosed
2005,01/01/2016,2016,Smartcooky,E-commerce,Health Food / Personal Care Marketplace,New Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Round,Undisclosed
2006,01/01/2016,2016,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Round,Undisclosed
2007,04/01/2016,2016,DogSpot,E-commerce,Online Pet Store,Gurgaon,Ratan Tata,Seed Round,Undisclosed
2008,04/01/2016,2016,Career360,Ed-Tech,College Education Portal,New Delhi,MeritTrac,Private Equity,Undisclosed
2009,04/01/2016,2016,B9 Beverages,Food-Tech,Craft Beer manufacturing company,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,6000000
2010,05/01/2016,2016,WIMWI Foods,Food-Tech,Healthy food manufacturing & sales startup,Ahemadabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Round,Undisclosed
2011,05/01/2016,2016,MyChild App,Ed-Tech,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Round,100000
2012,05/01/2016,2016,Instaproc,E-commerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed Round,Undisclosed
2013,05/01/2016,2016,360Ride,Consumer Internet,Ride Sharing platform,Bangalore,Undisclosed,Seed Round,150000
2014,05/01/2016,2016,Alef\\nMobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,5000000
2015,06/01/2016,2016,Tracxn,Others,Startup Funding Deal Discovery & Execution platform,Bangalore,Ratan Tata,Seed Round,Undisclosed
2016,06/01/2016,2016,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed Round,Undisclosed
2017,06/01/2016,2016,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed Round,750000
2018,06/01/2016,2016,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahemadabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,1000000
2019,06/01/2016,2016,PlanMy\\nMedicalTrip,Health and wellness,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Round,150000
2020,06/01/2016,2016,MyCity4Kids,Ed-Tech,Children Education & Information platform,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,3000000
2021,06/01/2016,2016,Justdakhila.com,Ed-Tech,School Student admissions platform,New Delhi,Ankur Gupta,Seed Round,750000
2022,07/01/2016,2016,PitStop,Consumer Internet,Automobile Service Booking App,Bangalore,Myntra/LivSpace Founders,Seed Round,Undisclosed
2023,07/01/2016,2016,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,Undisclosed Investors,Seed Round,Undisclosed
2024,07/01/2016,2016,Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed Round,160000
2025,07/01/2016,2016,Myly,Ed-Tech,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Round,100000
2026,07/01/2016,2016,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.com International Ltd,Private Equity,180000000
2027,08/01/2016,2016,Melorra,E-commerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,5000000
2028,08/01/2016,2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Round,250000
2029,08/01/2016,2016,Gyaanzone,Ed-Tech,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Round,45000
2030,08/01/2016,2016,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Arun Chandra Mohan,Seed Round,Undisclosed
2031,09/01/2016,2016,Lumiere,E-commerce,Organic Food eTailer,Bangalore,Undisclosed investors,Private Equity,Undisclosed
2032,11/01/2016,2016,Koovs,E-commerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,5400000
2033,11/01/2016,2016,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Round,Undisclosed
2034,11/01/2016,2016,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,16500000
2035,11/01/2016,2016,SavvyMob,E-commerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Round,1000000
2036,11/01/2016,2016,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Round,Undisclosed
2037,12/01/2016,2016,Shopclues,E-commerce,ECommerce Marketplace,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,100000000
2038,12/01/2016,2016,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",Private Equity,Undisclosed
2039,12/01/2016,2016,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,2300000
2040,12/01/2016,2016,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Round,250000
2041,1/13/2016,2016,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,145000000
2042,1/13/2016,2016,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Shiva Ashok & Other unnamed investors,Seed Round,100000
2043,1/13/2016,2016,Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Unicorn India Ventures,Seed Round,240000
2044,1/13/2016,2016,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",Seed Round,Undisclosed
2045,1/13/2016,2016,Care24,Health and wellness,Professional Health Services Platform,Mumbai,"SAIF Partners, India Quotient",Private Equity,4000000
2046,1/13/2016,2016,Obino,Health and wellness,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,Undisclosed
2047,1/14/2016,2016,Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,Amod Malviya,Seed Round,Undisclosed
2048,1/14/2016,2016,Buildkar,E-commerce,Construction Material Marketplace,Bangalore,"Mustafa Wajid, Umang Kumar & Others",Seed Round,Undisclosed
2049,1/14/2016,2016,Orahi,Consumer Internet,Carpooling Mobile App,Gurgaon,Indian Angel Network,Seed Round,520000
2050,1/14/2016,2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",Seed Round,Undisclosed
2051,1/15/2016,2016,Remidio,Health and wellness,Healthcare Product Manufacturer,Bangalore,Cipher-Plexus Capital Advisors & Indian HNIs,Private Equity,Undisclosed
2052,1/15/2016,2016,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Round,200000
2053,1/15/2016,2016,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",Seed Round,Undisclosed
2054,1/15/2016,2016,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,Seed Round,Undisclosed
2055,1/15/2016,2016,Jobick,Consumer Internet,Mobile app based Job Search,Noida,Abhinav Mathur,Seed Round,Undisclosed
2056,1/16/2016,2016,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed Round,Undisclosed
2057,1/18/2016,2016,Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed Round,Undisclosed
2058,1/18/2016,2016,Kartrocket,Consumer Internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,6000000
2059,1/19/2016,2016,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bangalore,"Harmony Partners, RB Investments & existing investors",Private Equity,35000000
2060,1/19/2016,2016,TinyStep,Consumer Internet,Parenting Social Network,Bangalore,Flipkart,Seed Round,Undisclosed
2061,1/19/2016,2016,Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurgaon,Ratan Tata,Private Equity,Undisclosed
2062,1/19/2016,2016,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,Anand Chandrasekaran & Others,Seed Round,Undisclosed
2063,1/19/2016,2016,DailyObjects,E-commerce,Mobile Accessories etailer,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,1400000
2064,1/19/2016,2016,Indus OS,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,5000000
2065,1/19/2016,2016,CollegeDunia,Consumer Internet,Educational College Search platform,New Delhi,Umang Kumar,Seed Round,445000
2066,1/19/2016,2016,Villgro,Fin-Tech,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,3500000
2067,1/20/2016,2016,Reddoorz,Consumer Internet,Budget Accomodation Aggregator,New Delhi,500 Startups,Private Equity,Undisclosed
2068,1/20/2016,2016,IndustryBuying,E-commerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,Private Equity,1800000
2069,1/20/2016,2016,Just Buy Live,E-commerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,20000000
2070,1/20/2016,2016,IMbesharam,E-commerce,Adult Products Etailers,New Delhi / US,Undisclosed US Based Investors,Private Equity,4000000
2071,1/20/2016,2016,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai / UK,Sa\\xc3\\xafd Business School Seed Fund.,Seed Round,40000
2072,1/20/2016,2016,Saral Designs,Health and wellness,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed Round,Undisclosed
2073,1/21/2016,2016,FirstCry,E-commerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,Undisclosed
2074,1/21/2016,2016,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,Rob Chandra,Seed Round,500000
2075,1/21/2016,2016,Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,2200000
2076,1/21/2016,2016,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Corp,Private Equity,15000000
2077,1/21/2016,2016,CREO,Technology,Smartphone OS Developer,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,3000000
2078,1/22/2016,2016,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed Round,200000
2079,1/22/2016,2016,Little,Consumer Internet,Deal Discovery App,Bangalore,GIC,Private Equity,Undisclosed
2080,1/22/2016,2016,SnapBizz,E-commerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,7200000
2081,1/22/2016,2016,Qlivery,Consumer Internet,on-demand concierge services,Gurgaon,Chandigarh Angels Funding,Seed Round,Undisclosed
2082,1/22/2016,2016,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahemadabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed Round,Undisclosed
2083,1/22/2016,2016,Silvan,Technology,Home Automation & Security Solutions,Bangalore,The Chennai Angels,Seed Round,515000
2084,1/22/2016,2016,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,35000000
2085,1/22/2016,2016,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30000000
2086,1/22/2016,2016,Gajty,Health and wellness,Salons & Spa Chain,Gurgaon,Purvi Ventures,Seed Round,Undisclosed
2087,1/25/2016,2016,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Round,150000
2088,1/25/2016,2016,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,21000000
2089,1/25/2016,2016,SkyCandle,E-commerce,Home D\\xc3\\xa9cor Product etailer,New Delhi,GPA group,Private Equity,Undisclosed
2090,1/27/2016,2016,Teabox.com,E-commerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,Undisclosed
2091,1/27/2016,2016,Buildzar,E-commerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,Private Equity,4000000
2092,1/27/2016,2016,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed investors,Seed Round,1000000
2093,1/27/2016,2016,WhatsOnRent,E-commerce,Online Rental Marketplace,Bangalore,Lalit Mangal & Others,Seed Round,Undisclosed
2094,1/28/2016,2016,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed Round,1000000
2095,1/28/2016,2016,Truce,Others,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Round,370000
2096,1/28/2016,2016,JustDoc,Software,Medical Video Consultation platform,Bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Round,Undisclosed
